type,adname,location,name,address
风景名胜;风景名胜;风景名胜,青羊区,"104.043550,30.661774",文化公园-二仙殿,\u4e00\u73af\u8def\u897f\u4e8c\u6bb59\u53f7\u9752\u7f8a\u5bab\u4e8c\u4ed9\u5eb5\u5185
科教文化服务;科教文化场所;科教文化场所,大邑县,"103.424826,30.531386",新场展示馆,\u4e0a\u6b63\u8857\u4e0e\u9999\u5e02\u8857\u4ea4\u53c9\u53e3\u897f\u535750\u7c73
生活服务;丧葬设施;丧葬设施,都江堰市,"103.619650,30.985832",息园殡葬(奎光东二街),\u594e\u5149\u4e1c\u4e8c\u8857\u4e0e\u594e\u5149\u8def\u4ea4\u53c9\u53e3\u4e1c50\u7c73
医疗保健服务;医疗保健服务场所;医疗保健服务场所,金牛区,"104.048384,30.670773",净鼻堂鼻腔健康护理中心,\u897f\u5b89\u5317\u8def\u4e0e\u897f\u5b89\u5317\u8def\u4e8c\u5df7\u4ea4\u53c9\u53e3\u4e1c\u535750\u7c73
体育休闲服务;影剧院;影剧院相关,龙泉驿区,"104.331469,30.637154",飞游洛带,66\u6d1b\u5e26\u53e4\u9547\u666f\u533a
风景名胜;风景名胜相关;旅游景点,大邑县,"103.425561,30.531723",新场古镇-范家旧宅,\u4e0a\u6b63\u8857\u4e0e\u592a\u5e73\u6a2a\u8857\u4ea4\u53c9\u53e3\u4e1c\u531750\u7c73
风景名胜;风景名胜;纪念馆,邛崃市,"103.466150,30.414158",张志和故居,\u5317\u8857154\u53f7
生活服务;丧葬设施;陵园,都江堰市,"103.6204178,31.00251302",都江堰市烈士陵园,\u5efa\u8bbe\u8def379\u53f7
公司企业;农林牧渔基地;其它农林牧渔基地,青羊区,"103.934995,30.666162",国际非物质文化遗产博览园农业生态园,\u5149\u534e\u5927\u9053\u4e8c\u6bb5601\u53f7\u96441\u53f7\u56fd\u9645\u975e\u7269\u8d28\u6587\u5316\u9057\u4ea7\u535a\u89c8\u56ed\u5185
科教文化服务;科教文化场所;科教文化场所,彭州市,"103.931873,30.980007",四川省菩提印经院,\u5929\u5f6d\u9547\u7e41\u6c5f\u8def108\u53f7
风景名胜;风景名胜;风景名胜,青羊区,"104.009197,30.681258",金沙遗址路口站,\u91d1\u51e4\u8def17\u53f7\u964412\u53f7
风景名胜;风景名胜相关;旅游景点,锦江区,"104.078786,30.659729",春熙坊-成都市必游景点,\u534e\u5174\u4e0a\u8857\u4e0e\u534e\u5174\u6b63\u8857\u4ea4\u53c9\u53e3\u897f50\u7c73\u6625\u7199\u574a
风景名胜;风景名胜;风景名胜,武侯区,"104.049400,30.557757",铁像寺水街-戏台,\u94c1\u50cf\u5bfa\u8def88\u53f7
生活服务;丧葬设施;丧葬设施,成华区,"104.109796,30.648447",墓公山院,\u53cc\u6865\u8def\u4e0e\u53cc\u6865\u8def\u5357\u4e8c\u8857\u4ea4\u53c9\u53e3\u4e1c\u535750\u7c73
风景名胜;风景名胜;风景名胜,都江堰市,"103.478851,30.943510",青城后山-礼佛亭,\u9a7f\u9053\u885766\u53f7\u9752\u57ce\u540e\u5c71\u5185
风景名胜;风景名胜;风景名胜,彭州市,"103.903677,30.989174",臭毛屎,\u9752\u5c97\u8def
风景名胜;风景名胜;寺庙道观,双流区,"104.019173,30.505972",万缘宫,\u534f\u548c\u8857\u9053\u4e09\u6c5f\u793e\u533a\u8fce\u5bbe\u5927\u9053
风景名胜;风景名胜;风景名胜,金牛区,"104.047741,30.673771",永陵公园-安泰榭,\u6c38\u9675\u8def\u4e0e\u9752\u7f8a\u4e1c\u4e8c\u8def\u4e8c\u5df7\u4ea4\u53c9\u53e3\u4e1c\u5317100\u7c73
风景名胜;风景名胜;风景名胜,都江堰市,"103.618099,30.986475",奎光塔公园-陈列馆,\u594e\u5149\u8def\u4e0e\u65b0\u4e50\u5df7\u4ea4\u53c9\u53e3\u897f\u5317150\u7c73
风景名胜;风景名胜;风景名胜,青羊区,"104.043041,30.660102",文化公园-十二桥烈士墓,\u9752\u7f8a\u6b63\u8857\u6587\u5316\u516c\u56ed\u5185
风景名胜;风景名胜;风景名胜,邛崃市,"103.297545,30.331826",大佛殿,\u666f\u533a\u5185
风景名胜;风景名胜;风景名胜,彭州市,"103.809353,31.254812",接引殿,\u5b9d\u5c71\u6751\u9f99\u95e8\u5c71\u98ce\u666f\u65c5\u6e38\u533a\u83b2\u6c60\u5bfa\u5185
购物服务;专卖店;专营店,金牛区,"104.063903,30.702892",普皇殿,\u5927\u897f\u5357\u8336\u57ce9\u680b11\u53f7
风景名胜;风景名胜;风景名胜,武侯区,"104.042321,30.637089",夹江宣纸,\u4e00\u73af\u8def\u5357\u56db\u6bb564\u53f7\u9644\u8fd1
风景名胜;风景名胜;风景名胜,新都区,"104.184026,30.814747",艺术观光园,\u6e05\u6e90\u8def84\u53f7
风景名胜;风景名胜;风景名胜,大邑县,"103.264220,30.586329",天宫庙镇,\u5929\u5bab\u5e99\u7efc\u5408\u5e02\u573a(\u5927\u53cc\u8def\u4e1c)
风景名胜;风景名胜;风景名胜,郫都区,"103.879680,30.867250",玉皇观,\u90eb\u90fd\u533a\u4e91\u91d1\u8def
风景名胜;风景名胜;风景名胜,金堂县,"104.493217,30.862573",三学寺村,\u5ddd\u9505\u5382-\u67af\u4e95\u6860
风景名胜;风景名胜;风景名胜,彭州市,"103.865649,31.323024",天王大殿,\u5b9d\u5c71\u6751\u9f99\u95e8\u5c71\u98ce\u666f\u65c5\u6e38\u533a\u4e5d\u5cf0\u5c71\u98ce\u666f\u540d\u80dc\u533a\u5185
风景名胜;风景名胜;风景名胜,彭州市,"104.133163,30.940759",五祚坟,\u7269\u6d41\u5927\u9053\u4e1c\u6bb5
风景名胜;风景名胜;纪念馆,崇州市,"103.626999,30.730461",王国英故居,\u6d8c\u6cc9\u885769\u53f7
风景名胜;风景名胜;风景名胜,锦江区,"104.084897,30.654591",太古里东广场-大慈雪庐,\u4e2d\u7eb1\u5e3d\u88578\u53f7\u592a\u53e4\u91cc\u5927\u6148\u5bfa\u5927\u6148\u4e1c\u9662
风景名胜;风景名胜相关;旅游景点,都江堰市,"103.583955,30.894670",赤城阁,\u9752\u57ce\u5c71\u8def\u535750\u7c73
风景名胜;风景名胜;风景名胜,金牛区,"104.047779,30.717891",饿虎长龙,\u65b0\u6cc9\u8def88\u53f7
风景名胜;风景名胜;风景名胜,锦江区,"104.084122,30.654921",大慈寺-藏经殿,\u5317\u7eb1\u5e3d\u8857\u4e0e\u5927\u6148\u5bfa\u8def\u4ea4\u53c9\u53e3\u4e1c\u5357150\u7c73
风景名胜;风景名胜;风景名胜,彭州市,"103.833754,31.088194",丹景山-审魂殿,\u5f6d\u767d\u8def\u4e39\u666f\u5c71\u98ce\u666f\u540d\u80dc\u533a\u5929\u5e08\u5bab\u5185
风景名胜;风景名胜相关;旅游景点,都江堰市,"103.611250,30.998490",都江堰宝灌一千万亩纪念碑,\u79bb\u5806\u516c\u56ed\u8def\u90fd\u6c5f\u5830\u666f\u533a\u5185
风景名胜;风景名胜;风景名胜,大邑县,"103.617622,30.498900",四川建川博物馆聚落-国防兵器馆,\u53e4\u9547\u8fce\u5bbe\u8def80\u53f7(\u8fd1\u91d1\u6842\u516c\u9986\u9152\u5e97)\u5efa\u5ddd\u535a\u7269\u9986\u805a\u843d\u5185
风景名胜;风景名胜;风景名胜,都江堰市,"103.619300,31.002314",魁星阁,\u4e1c\u5317\u6d77\u62d4\u4e03\u767e\u516d\u5341\u4e8c\u7c73\u91d1\u9f9f\u5c71\u9876
风景名胜;风景名胜;风景名胜,双流区,"104.079764,30.419103",中国西部国际博览城14展厅-16展厅,\u6b63\u5174\u9547\u4e09\u5fc3\u6865
风景名胜;风景名胜;风景名胜,大邑县,"103.163150,30.644713",西岭雪山大飞水景区-两溪口亭,\u897f\u5cad\u9547\u897f\u5cad\u96ea\u5c71\u56fd\u5bb6\u7ea7\u98ce\u666f\u540d\u80dc\u533a\u524d\u5c71\u4e24\u6eaa\u53e3\u5185
风景名胜;风景名胜;风景名胜,邛崃市,"103.108484,30.262546",明代照壁,\u5929\u53f0\u5c71\u9547\u5929\u53f0\u5c71\u56fd\u5bb6\u91cd\u70b9\u98ce\u666f\u540d\u80dc\u533a\u96f7\u97f3\u5bfa\u5185
风景名胜;风景名胜;风景名胜,彭州市,"103.833378,31.088141",丹景山-天师宫,\u5f6d\u767d\u8def\u4e39\u666f\u5c71\u98ce\u666f\u540d\u80dc\u533a\u5185
风景名胜;风景名胜相关;旅游景点,彭州市,"103.833173,31.088178",丹景山-财神殿,\u5f6d\u767d\u8def\u4e39\u666f\u5c71\u98ce\u666f\u540d\u80dc\u533a\u5929\u5e08\u5bab\u5185
风景名胜;风景名胜;风景名胜,彭州市,"103.831088,31.090077",丹景山-送子殿,\u5f6d\u767d\u8def\u4e39\u666f\u5c71\u98ce\u666f\u540d\u80dc\u533a\u51c0\u6c34\u5bfa\u5185
风景名胜;风景名胜;风景名胜,青羊区,"104.043075,30.661014",文化公园-文昌殿,\u4e00\u73af\u8def\u897f\u4e8c\u6bb59\u53f7\u9752\u7f8a\u5bab\u4e8c\u4ed9\u5eb5\u5185
风景名胜;风景名胜;寺庙道观,都江堰市,"103.615291,31.000339",都江堰景区-财神殿,\u90ca\u5e78\u798f\u8def271\u53f7\u7389\u5792\u5c71\u516c\u56ed\u9644\u8fd1
风景名胜;风景名胜;寺庙道观,都江堰市,"103.615291,31.000218",都江堰景区-娘娘殿,\u90ca\u5e78\u798f\u8def271\u53f7\u7389\u5792\u5c71\u516c\u56ed\u9644\u8fd1
科教文化服务;展览馆;展览馆,都江堰市,"103.622980,31.004773",四川农业大学都江堰校区竹类展示馆,\u5efa\u8bbe\u8def288\u53f7
风景名胜;风景名胜相关;旅游景点,都江堰市,"103.613091,30.997867",花洲栈道,\u79bb\u5806\u516c\u56ed\u8def\u90fd\u6c5f\u5830\u666f\u533a\u5185
体育休闲服务;休闲场所;休闲场所,都江堰市,"103.689154,31.135697",瓦子坪风情小镇,\u767d\u516b\u8def\u4e1c50\u7c73
风景名胜;风景名胜;风景名胜,邛崃市,"103.464871,30.410342",兴贤牌坊,\u5174\u8d24\u8857\u4e0e\u5174\u8d24\u8857\u6b65\u884c\u8857\u4ea4\u53c9\u53e3\u4e1c50\u7c73
风景名胜;风景名胜;风景名胜,都江堰市,"103.609390,31.005997",都江堰景区-安澜索桥陈列室,\u79bb\u5806\u516c\u56ed\u8def\u90fd\u6c5f\u5830\u666f\u533a\u5185
科教文化服务;展览馆;展览馆,邛崃市,"103.466247,30.415363",邛崃民俗馆,\u5e02\u5317\u8857211\u53f7
地名地址信息;普通地名;村庄级地名,新津县,"103.797305,30.419331",黄鹤楼(黄鹤大道),\u65b0\u6d25\u53bf
风景名胜;风景名胜;风景名胜,蒲江县,"103.376299,30.208481",周茶园,\u7518\u6210\u8def\u9644\u8fd1
风景名胜;风景名胜;风景名胜,双流区,"104.061985,30.513797",安公堤,\u534e\u9633\u5f64\u6d4e\u533b\u9662\u5bf9\u9762
风景名胜;风景名胜相关;旅游景点,都江堰市,"103.573110,30.896717",青城山天师殿,\u9752\u57ce\u5c71\u9547\u9752\u57ce\u67512\u7ec4\u9752\u57ce\u5c71
风景名胜;风景名胜;风景名胜,郫都区,"103.776170,30.835610",扬雄墓(装修中),\u5893\u524d\u8def\u897f50\u7c73
