type,adname,location,name,address
医疗保健服务;医疗保健服务场所;医疗保健服务场所,新都区,"104.201458,30.818082",成都医学院遗体捐献接受站,新都大道成都医学院新都校区解剖楼附近
风景名胜;风景名胜;纪念馆,都江堰市,"103.614370,30.998302",董寿平旧居,西街
风景名胜;风景名胜;风景名胜,崇州市,"103.674223,30.627591",罨画池-尊经阁,大东街52-54号附近
风景名胜;风景名胜;风景名胜,青羊区,"103.993661,30.672250",三圣寺站,苏坡东路43号附近
风景名胜;风景名胜;风景名胜,新都区,"104.157140,30.822480",宝光桂湖文化旅游区-湖心楼,桂湖西路与西门菜市巷交叉口东南150米
风景名胜;风景名胜相关;旅游景点,锦江区,"104.088880,30.642005",四川盐务局办公楼旧址,金泉街与青和里南段交叉口北100米
风景名胜;风景名胜;风景名胜,崇州市,"103.684107,30.702769",玉皇观,中崇路
风景名胜;风景名胜;风景名胜,锦江区,"104.098339,30.574250",川东灵地,康达路
风景名胜;风景名胜相关;旅游景点,都江堰市,"103.568049,30.899201",青城山三清殿,青城山镇青城村2组青城山内
风景名胜;风景名胜;风景名胜,邛崃市,"103.112260,30.284906",银顶峰,天台山风景区
风景名胜;风景名胜;风景名胜,新都区,"104.149790,30.790370",王记天主堂鸡片,毗河东路99-18栋附1号附近
风景名胜;风景名胜;风景名胜,大邑县,"103.620379,30.499749",南下解放纪念碑,迎宾路二段550号建川博物馆聚落内
